JobTitle,JobPostingURL,Locations,CompanyName,CompanyTagline,CompanyFounded,EmployeeCount,AboutCompany,Job ID,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8,Skill9,Skill10
Product Support Engineer,https://www.instahyre.com/job-330057-product-support-engineer-at-almabase-bangalore/,Bangalore,Almabase,Democratizing quality education,2013.0,10,"Almabase is an IT & Services company that provides services related to a SaaS platform, specializing in alumni networking platform, alumni relations management platform, etc.",330057,SQL,Technical Support,,,,,,,,
Python Developer,https://www.instahyre.com/job-92138-python-developer-at-pratham-software-psi-jaipur/,Jaipur,Pratham Software (PSI),Creating Everlasting Customer Experiences Driven By Flexibility & Agility,2000.0,200,"Pratham Software (PSI) is a global IT company that helps clients propel through digital transformation across businesses, offering solutions in Product Engineering, BPM, Data analytics, BI, etc.",92138,React.js,Django,Python,Flask,,,,,,
Customer Care Executive,https://www.instahyre.com/job-329163-customer-care-executive-at-teleperformance-2-jaipur/,Jaipur,Teleperformance,Provider of Outstanding Customer Experience,1978.0,1000,"Teleperformance is an outsourcing firm which provides customer care, technical support, customer acquisition, digital solutions, analytics, and back-office services to ensure positive customer interaction. ",329163,English Content,Customer Service,Customer Relationship,,,,,,,
DevOps Engineer,https://www.instahyre.com/job-312559-devops-engineer-at-big-oh-tech-gurgaon/,Gurgaon,Big Oh Tech,"Innovate, transparent, and impact",2021.0,50,"Big Oh Tech is an IT solutions company that offers services for cloud migration, testing, software development, enterprise app development, big data and analytics, AI/ ML, and AR/VR to its clients. ",312559,Build Tools,CI - CD,Linux,Ansible,AWS,Azure,Chef,CircleCI,Docker,Google Cloud
Backend Engineer,https://www.instahyre.com/job-307535-backend-engineer-at-pagarbook-bangalore/,Bangalore,PagarBook,Employee management tool for MSME's in India,2019.0,50,"PagarBook is India's first staff management app for MSMEs catering to a SaaS product for the first time internet users, specializing in the automatic calculation of salary amount, attendance list, etc.",307535,Node.js,Java,,,,,,,,
Senior Developer,https://www.instahyre.com/job-328131-senior-developer-at-coffeebeans-hyderabad/,Hyderabad,CoffeeBeans,Building Machine Learning based products,2017.0,50,"CoffeeBeans helps businesses with cutting edge technology. Also creates multiple products in various different domains. The main expertise lies in Mobile Apps, Responsive Web apps and Big Data Analytics.",328131,Java,Kafka,Microservices,Amazon DynamoDB,Azure Cosmos DB,Cassandra,MongoDB,,,
Business Development Manager - Sales,https://www.instahyre.com/job-329514-business-development-manager-sales-at-aliens-developers-hyderabad/,Hyderabad,Aliens Developers,Internationally recognized & acclaimed,2004.0,500,"Aliens Developers is a real estate organization that provides services related to intelligent, innovative, sustainable communities that make modern life easier, healthier and more comfortable. ",329514,Business Development,Corporate Sales,Direct Sales,Sales,Telecalling,,,,,
Sr. Business Analyst,https://www.instahyre.com/job-316667-sr-business-analyst-at-porter-bangalore/,Bangalore,Porter,Good For Goods,2014.0,500,"Porter, an online logistics marketplace, has raised US $5.5 Mn in series A funding from Sequoia, Kae and other investors. It aims to disrupt and organize the $6 Bn mini truck transportation market in India. ",316667,Python,SQL,,,,,,,,
Data Modeler,https://www.instahyre.com/job-330036-data-modeler-at-fraank-systems-bangalore/,Bangalore,Fraank Systems,We maximize the business growth,2010.0,50,"Fraank Systems is a next-gen global technology company that is helping businesses to grow and thrive in the digital age by providing app development, digital transformation, cloud and AI solutions, and more. ",330036,Data Modelling,Data Visualization,NoSQL,Azure Data Lake,Data Mapping,,,,,
Technical Lead,https://www.instahyre.com/job-321621-technical-lead-at-opencrvs-bangalore/,Bangalore,OpenCRVS,Civil registration for everyone,2022.0,200,"OpenCRVS is an open-source digital civil registration platform designed for low-resource settings, available as a Digital Public Good, focusing on product development, community engagement, and more. ",321621,React.js,Node.js,TypeScript,hapi.js,Express.js,,,,,
Data Engineer,https://www.instahyre.com/job-327098-data-engineer-at-saturam-bangalore/,Bangalore,Saturam,A global and fast-growing augmented data engineering company,2014.0,50,"Saturam is a global augmented data engineering company proficient in deep-tech solutions embracing data infrastructure, DataOps, and algorithms within digital transformation, big data, IoT, and advanced ML. ",327098,Data Analysis,Data Streaming,ETL,NoSQL,Kafka,Spark,SQL,,,
Senior Data Engineer,https://www.instahyre.com/job-230042-senior-data-engineer-at-writesonic-bangalore/,Bangalore,Writesonic,"Write anything, publish anywhere",2021.0,10,"Writesonic is an AI-powered writing tool that takes input from a minimal amount of texts to automatically create articles, blog posts, ads, landing pages, and product descriptions for businesses and individuals. ",230042,SQL,Python,Spark,Scala,Java,,,,,
Advanced Technical Support Engineer,https://www.instahyre.com/job-329786-advanced-technical-support-engineer-at-cornerstone-ondemand-hyderabad/,Hyderabad,Cornerstone OnDemand,We Help Companies Strategically And Continuously Develop Their Talent,1999.0,1000,"Cornerstone OnDemand is a global Computer Software company that offers solutions wrt Recruiting, Personalized Learning, Human Capital Management, HR Planning, etc. It is listed on NASDAQ. ",329786,Networking,SQL,Technical Support,Windows,,,,,,
Backend Developer - Node.js,https://www.instahyre.com/job-288665-backend-developer-nodejs-at-shopdeck-bangalore/,Bangalore,ShopDeck,Makes D2C-commerce as easy as selling on marketplaces,2022.0,50,"ShopDeck is a B2C e-commerce platform providing storefront solutions to sellers in creating and managing their online stores including logistics, shipping, marketing, payments, and more to sell products online. ",288665,Golang,Node.js,Python,,,,,,,
Senior HR & Compliance Head,https://www.instahyre.com/job-330078-senior-hr-compliance-head-at-marketwick-gurgaon/,Gurgaon,Marketwick,Leading provider of software for securities markets worldwide,2019.0,10,"Marketwick is a fintech company that develops and delivers software for the securities trading community worldwide while specializing in trading solutions, blockchain development, stablecoin, and crypto solutions. ",330078,Leathers,Apparels,Compliance Management,Labour Law,,,,,,
React.js Developer,https://www.instahyre.com/job-329033-reactjs-developer-at-bharatpe-gurgaon/,Gurgaon,BharatPe,"Keep Customers Happy, Attract More Business",2018.0,50,BharatPe is a Financial Services company that offers QR code-based payment app for offline retailers & businesses. It allows merchants to accept UPI payments for FREE' through the BharatPe QR.,329033,React.js,,,,,,,,,
Accounts Executive,https://www.instahyre.com/job-322868-accounts-executive-at-a-a-garg-co-mumbai/,Mumbai,A A Garg & Co,A professional’s business advisory firm,2020.0,10,"A A Garg & Co is a chartered accountant and business advisory firm that specializes in internal audits and compliances, value-added consulting, circular economy, and other management services. ",322868,Accounting,Taxation,GST,Income Tax,MIS,QuickBooks,Sales Tax,Tally,TDS,VAT
Senior Backend Engineer,https://www.instahyre.com/job-261048-senior-backend-engineer-at-digit-insurance-bangalore/,Bangalore,Digit Insurance,"Bringing the change, living the change",2016.0,500,"Digit is a general insurance company that offers simplified general insurance products like insurance for cars, mobile handsets, travel, and jewelry, keeping the whole insurance process easy and hassle-free. ",261048,Spring Boot,Java,Microservices,Data Structures,Multithreading,,,,,
Tech Lead (Fullstack),https://www.instahyre.com/job-327127-tech-lead-fullstack-at-fraank-systems-pune/,Pune,Fraank Systems,We maximize the business growth,2010.0,50,"Fraank Systems is a next-gen global technology company that is helping businesses to grow and thrive in the digital age by providing app development, digital transformation, cloud and AI solutions, and more. ",327127,MongoDB,React.js,Node.js,Redux,,,,,,
Machine Learning Engineer,https://www.instahyre.com/job-330080-machine-learning-engineer-at-cheq-2-bangalore/,Bangalore,CheQ,Enabling easy repayments and real rewards,2022.0,10,CheQ is a fintech startup that aims to make it easier for users to find and manage their credit products online by helping customers with easy repayments and rewards while encrypting all transactions. ,330080,Machine Learning,LLMs,Python,Generative AI,,,,,,
Java Developer,https://www.instahyre.com/job-329852-java-developer-at-kpmg-2-bangalore/,Bangalore,KPMG,"Anticipate tomorrow, deliver today",1987.0,1000,"KPMG is an accounting organization that provides services such as audit, tax, advisory, legal, enterprise, specializing in financial services, consumer and retail, etc.",329852,Java,SQL,Spring Boot,Data Structures,Spring,,,,,
Senior Product Manager,https://www.instahyre.com/job-326652-senior-product-manager-at-pocketfm-bangalore/,Bangalore,PocketFM,Social Audio Content Platform - Netflix for Audio,2018.0,1000,"PocketFM is a social vernacular audio app close to 100,000 installs. They are building a radio platform where anyone can share audio to share stories & knowledge. It works like an FM, where anyone can be the host.",326652,Product Management,,,,,,,,,
Python Developer,https://www.instahyre.com/job-322298-python-developer-at-avaamo-bangalore/,Bangalore,Avaamo,Developing AI technology needed to make conversational computing a reality,2014.0,50,"Avaamo is a deep-learning software company that specializes in conversational interfaces to solve specific, high impact problems in the enterprise. It works in advanced NLU, Speech Design, Voice Based Assistant. ",322298,Django,FastAPI,MLOps,Python,,,,,,
SDE II - Java,https://www.instahyre.com/job-4847-sde-ii-java-at-capillary-technologies-bangalore/,Bangalore,Capillary Technologies,Intelligent customer engagement management solutions,2008.0,200,"Capillary provides cloud-based software that enables shops to build and analyze customer data to gather deep insights and personalize customer engagement across social media, online, and in-store channels. ",4847,Java,Hibernate,J2EE,Spring,,,,,,
Data Scientist,https://www.instahyre.com/job-328676-data-scientist-at-kombai-bangalore/,Bangalore,Kombai,We are automating the mundane tasks of frontend developers,2022.0,1,Kombai offers a developers tool for web app developers that automates mundane tasks like writing and maintaining CSS and other boilerplate JS codes. It is seed-funded by premier SaaS VC and late-stage investors. ,328676,Machine Learning,Amazon SageMaker,,,,,,,,
Data Analyst,https://www.instahyre.com/job-327163-data-analyst-at-indium-software-bangalore-hyderabad/,"Bangalore,Hyderabad",Indium Software,We Make Technology Work,1999.0,1000,"Indium Software is an IT & Services organization that provides services related to Test Automation, Performance Testing, Compatibility Testing, Cloud Testing, Big Data Engineering, etc. ",327163,Python,R,SAS,SQL,Tableau,,,,,
